id,tot_claim_cnt_l180d,disb_bank_loan_wo_tbc,day_sinlastloan
2926151.0,-3,-1,-1
2926152.0,-3,-1,-1
2926153.0,-3,-1,-1
2926154.0,-3,-1,-1
2926155.0,-3,505555560,309
2926156.0,-3,-1,-1
2926157.0,-3,-1,-1
2926158.0,-3,-1,-1
2926159.0,2,-1,-1
2926160.0,-3,-1,-1
2926161.0,-3,505555560,309
2926162.0,-3,-1,-1
2926163.0,-3,-1,-1
2926164.0,-3,-1,-1
2926165.0,-3,-1,-1
2926166.0,-3,505555560,309
2926167.0,2,-1,-1
2926168.0,-3,-1,-1
2926169.0,-3,-1,-1
2926170.0,-3,505555560,309
2926171.0,-3,-1,-1
2926172.0,2,-1,-1
2926173.0,-3,-1,-1
2926174.0,-3,-1,-1
2926175.0,2,-1,-1
2926176.0,-3,-1,-1
2926177.0,-3,-1,-1
2926178.0,-3,-1,-1
2926179.0,-3,-1,-1
2926180.0,-3,-1,-1
2926181.0,-3,-1,-1
2926182.0,-3,-1,-1
2926183.0,-3,-1,-1
2926184.0,2,1766563873,155
2926185.0,-3,-1,-1
2926186.0,2,1766563873,155
2926187.0,-3,-1,-1
2926188.0,-3,-1,-1
2926189.0,2,-1,-1
2926190.0,-3,-1,-1
2926191.0,2,-1,-1
2926192.0,-3,-1,-1
2926193.0,4,1930703189,49
2926194.0,4,1930703189,49
2926195.0,2,-1,-1
2926196.0,2,-1,-1
2926197.0,-3,-1,-1
2926198.0,-3,-1,-1
2926199.0,-3,217320883,729
2926200.0,-3,-1,-1
2926201.0,-3,217320883,729
2926202.0,-3,-1,-1
2926203.0,-3,-1,-1
2926204.0,-3,-1,-1
2926205.0,-3,217320883,729
2926206.0,-3,-1,-1
2926207.0,-3,-1,-1
2926208.0,-3,-1,-1
2926209.0,-3,-1,-1
